addiction%1:12:00::	B2
addiction%1:26:00::	B2
addictive%3:00:00::	C1
addition%1:04:01::	B2
addition%1:21:00::	B2
additional%5:00:03:additive:00	B2
address%1:10:02::	A1
address%2:32:00::	C2
address%2:32:01::	C2
address%2:32:02::	C2
address%2:32:03::	C2
address%2:34:00::	C1
adequate%5:00:00:satisfactory:00	B2
adequate%5:00:00:sufficient:00	B2
adequately%4:02:00::	B2
adjacent%5:00:00:close:01	C2
adjacent%5:00:00:connected:00	C2
adjective%1:10:00::	A2
adjective%1:10:01::	A2
adjust%2:30:00::	B2
adjust%2:30:01::	B2
adjust%2:30:03::	B2
adjustment%1:04:00::	B2
administration%1:14:00::	C2
administrative%3:01:00::	C1
administrator%1:18:00::	C1
admiration%1:04:00::	B2
admiration%1:12:01::	B2
admire%2:37:00::	B2
admire%2:39:00::	B1
admission%1:04:00::	B2
admission%1:21:00::	B1
admit%2:32:00::	B1
admittedly%4:02:00::	B2
adolescent%1:18:00::	C2
adopt%2:31:04::	B2
adopt%2:40:00::	B2
adopt%2:40:02::	B2
adoption%1:04:02::	B2
adult%1:05:00::	A1
adult%1:18:00::	A1
adult%5:00:00:mature:01	C1
advanced%5:00:00:civilized:00	B1
advanced%5:00:00:high-tech:00	B1
advanced%5:00:00:progressive:01	B1
advanced%5:00:02:high:02	A2
advantage%1:07:00::	B2
advantage%1:07:01::	B1
advantage%1:07:01::	B2
adventure%1:04:00::	A2
adventurous%3:00:00::	B2
adverb%1:10:00::	A2
advertise%2:32:00::	B1
advertisement%1:10:00::	A2
advertising%1:04:00::	B2
advice%1:10:00::	A2
advise%2:32:00::	B1
adviser%1:18:00::	C1
advocate%1:18:00::	C2
advocate%2:32:00::	C2
advocate%2:32:01::	C2
affair%1:26:00::	B2
affect%2:29:00::	B2
affect%2:30:00::	B2
affect%2:37:00::	B2
affection%1:12:00::	B2
affectionate%5:00:00:loving:00	C2
affluent%5:00:00:rich:00	C1
affordable%5:00:00:cheap:00	C1
afraid%3:00:00::	A2
afraid%3:00:00::	B1
afraid%5:00:02:concerned:00	B1
after%4:02:01::	A2
afternoon%1:28:00::	A1
afterward%4:02:00::	A2
again%4:02:00::	A1
age%1:07:00::	A1
age%1:28:01::	C2
age%1:28:02::	B2
agenda%1:10:00::	C1
agent%1:18:01::	B2
agent%1:18:02::	B2
aggression%1:04:00::	C1
aggressive%3:00:00::	C1
aggressive%5:00:00:hostile:01	B2
aggressively%4:02:00::	B2
ago%4:02:00::	A2
agree%2:32:00::	A2
agree%2:32:01::	B2
agree%2:32:04::	A2
agree%2:42:00::	C1
agreement%1:09:00::	B2
agreement%1:26:01::	B2
agriculture%1:04:00::	B2
ahead%4:02:00::	B1
ahead%4:02:03::	B2
ahead%4:02:06::	B1
ahead%5:00:00:up:00	C2
aid%1:04:00::	C1
aid%2:41:00::	C1
aim%1:09:00::	B1
aim%1:09:01::	B1
air%1:04:00::	A2
air%1:15:01::	A2
air%1:27:00::	A2
aircraft%1:06:00::	B2
airline%1:06:00::	B1
airplane%1:06:00::	A2
airport%1:06:00::	A2
alarm%1:06:00::	B1
alarm%1:06:01::	B1
alarm%1:10:00::	B1
alarm%1:12:00::	C2
alarm%2:37:00::	C1
alarming%3:00:00::	C1
album%1:06:00::	A2
album%1:10:00::	B1
alcohol%1:13:00::	A2
alcoholic%1:18:00::	C2
alcoholic%3:00:00::	B1
alcoholic%5:00:00:addicted:00	C2
alert%2:32:00::	C2
alert%3:00:00::	C1
alert%5:00:00:aware:00	C1
alike%3:00:00::	B1
alike%4:02:01::	B2
alive%3:00:01::	B1
alive%3:00:04::	C2
alive%5:00:00:lively:00	C2
all%4:02:00::	A2
allegation%1:10:00::	C1
allege%2:32:00::	C2
alleged%5:00:00:declared:00	C1
allegedly%4:02:00::	C2
alliance%1:10:00::	C2
alliance%1:26:00::	C2
allied%5:00:00:aligned:01	C2
allied%5:00:00:united:00	C2
allocate%2:40:00::	C1
allocation%1:21:00::	C2
allow%2:31:01::	C1
allow%2:32:00::	B1
allow%2:32:06::	B1
allow%2:32:06::	C2
allow%2:40:00::	B1
allow%2:41:00::	C1
allow%2:41:00::	C2
allow%2:42:00::	C1
allow%2:42:07::	C1
ally%1:14:00::	C2
ally%1:18:00::	C1
ally%1:18:00::	C2
almost%4:02:00::	A2
alone%5:00:00:exclusive:00	C2
alone%5:00:00:unaccompanied:00	A2
along%4:02:00::	B1
along%4:02:01::	B1
alongside%4:02:00::	C1
aloud%4:02:00::	B1
alphabet%1:10:00::	B1
alphabetical%3:00:00::	B2
already%4:02:00::	A2
also%4:02:00::	A1
alter%2:30:00::	B2
alter%2:30:01::	B2
alter%2:36:00::	B2
alteration%1:04:00::	C1
alteration%1:04:01::	C1
alteration%1:11:00::	C1
alternate%2:30:00::	C1
alternate%2:30:01::	C1
alternative%1:09:00::	B2
alternative%5:00:00:secondary:01	B2
alternative%5:00:00:unconventional:01	B2
alternatively%4:02:00::	B2
altogether%4:02:00::	B1
altogether%4:02:03::	B2
altogether%4:02:04::	B2
aluminum%1:27:00::	B2
always%4:02:00::	A1
always%4:02:01::	A2
always%4:02:04::	A1
amateur%1:18:00::	C1
amateur%1:18:01::	C1
amateur%5:00:00:nonprofessional:00	C1
amazed%5:00:00:surprised:00	B1
amazement%1:12:00::	B2
amazing%5:00:00:impressive:00	A2
amazing%5:00:00:surprising:00	B1
amazingly%4:02:00::	B1
ambassador%1:18:00::	B2
ambiguity%1:07:00::	C2
ambiguous%3:00:00::	C2
ambiguous%3:00:04::	C2
ambition%1:07:00::	B2
ambition%1:12:00::	B1
ambitious%3:00:00::	B2
ambitious%5:00:00:difficult:00	B2
amend%2:32:00::	C2
amendment%1:04:00::	C1
amendment%1:10:00::	C1
amount%1:03:00::	B1
ample%3:00:00::	C1
ample%5:00:00:abundant:00	C1
amuse%2:32:00::	B2
amuse%2:41:00::	B2
amusement%1:04:00::	B2
amusement%1:12:00::	B2
amusing%5:00:00:humorous:00	B1
amusing%5:00:00:interesting:00	B1
analogous%5:00:00:similar:00	C2
analogy%1:04:00::	C2
analysis%1:04:00::	B2
analysis%1:09:00::	B2
analytical%3:00:03::	C1
analyze%2:31:00::	B2
analyze%2:31:04::	B2
ancestor%1:18:00::	B2
anchor%1:06:00::	C2
anchor%1:09:00::	C2
anchor%1:18:00::	C2
anchor%2:35:00::	C2
anchor%2:35:01::	C2
ancient%5:00:00:old:02	B1
angel%1:18:00::	B1
anger%1:04:00::	B2
anger%1:12:00::	B2
anger%1:26:00::	B2
angle%1:25:00::	C1
angrily%4:02:00::	B1
angry%3:00:00::	A2
animated%5:00:00:moving:03	B1
animation%1:04:00::	B1
ankle%1:08:00::	B1
anniversary%1:28:00::	B1
announce%2:32:00::	B1
announce%2:32:02::	B1
announcement%1:10:00::	B1
announcement%1:10:01::	B1
annoy%2:37:00::	B1
annoyance%1:26:00::	C1
annoyed%5:00:00:displeased:00	B1
annoying%5:00:00:disagreeable:00	B1
annual%5:00:00:periodic:00	B1
annually%4:02:01::	B2
anonymous%3:00:00::	C2
answer%1:10:00::	A1
answer%1:10:01::	A1
answer%2:32:00::	A1
ant%1:05:00::	B1
antibiotic%1:06:00::	C2
anticipate%2:31:00::	C1
anticipate%2:41:00::	C1
antique%1:06:00::	B1
antique%5:00:00:old:01	B1
antisocial%5:00:00:unsociable:00	C1
antisocial%5:00:00:unsocial:00	C1
anxiety%1:12:00::	B2
anxious%5:00:00:eager:00	B2
anxiously%4:02:00::	B2
anymore%4:02:01::	A2
anywhere%4:02:00::	A2
apart%4:02:02::	B2
apart%4:02:03::	B1
apart%4:02:03::	B2
apart%4:02:04::	B1
apart%4:02:07::	B2
apartment%1:06:00::	A2
apologetic%3:00:00::	C2
apologize%2:32:00::	B1
apology%1:10:00::	B1
apostrophe%1:10:01::	B2
appalling%5:00:00:alarming:00	C2
apparent%5:00:00:obvious:00	B2
appeal%1:07:00::	B2
appeal%1:10:00::	C2
appeal%1:10:02::	C2
appeal%2:32:00::	C1
appeal%2:37:00::	B2
appear%2:30:00::	B1
appear%2:30:02::	B1
appear%2:30:02::	B2
appear%2:39:00::	B1
appear%2:39:01::	B1
appearance%1:04:00::	B2
appearance%1:07:00::	B1
applaud%2:32:00::	C2
applaud%2:32:01::	C1
applause%1:10:00::	C1
apple%1:13:00::	A1
application%1:10:00::	B1
application%1:10:01::	B2
apply%2:34:00::	C1
apply%2:42:00::	B2
apply%2:42:01::	B2
appoint%2:41:01::	C1
appointment%1:04:00::	C2
appointment%1:04:01::	C2
appointment%1:14:00::	A2
appointment%1:18:00::	C2
appreciate%2:31:00::	C2
appreciation%1:09:00::	B2
approach%1:04:00::	B2
approach%1:07:00::	B2
approach%1:11:00::	B2
approach%2:38:01::	B2
appropriate%3:00:00::	B2
appropriately%4:02:00::	B2
approval%1:04:02::	B2
approval%1:10:00::	B2
approval%1:12:00::	B2
approve%2:31:00::	B2
approve%2:32:00::	B1
approximate%5:00:00:inexact:00	B2
approximately%4:02:00::	B1
arch%1:06:00::	C2
arch%1:25:00::	C2
arch%2:38:00::	C2
archaeologist%1:18:00::	C1
archaeology%1:09:00::	C1
architect%1:18:00::	B1
architecture%1:09:00::	B1
area%1:06:00::	B1
area%1:15:01::	A2
argue%2:32:00::	B1
argue%2:32:02::	B2
argument%1:10:02::	B2
argument%1:10:03::	B1
arid%5:00:00:dry:01	C2
arise%2:42:00::	C1
arise%2:42:01::	C1
arm%1:06:02::	C2
arm%1:08:00::	A1
armchair%1:06:00::	A2
armed%3:00:01::	B2
around%4:02:04::	A2
around%4:02:05::	B1
around%4:02:06::	B1
around%4:02:09::	B1
arouse%2:37:00::	C2
arrange%2:32:04::	B1
arrange%2:35:00::	B2
arrange%2:36:03::	B1
arrangement%1:07:00::	B2
arrangement%1:14:00::	B2
arrest%1:04:00::	B2
arrest%2:35:00::	B1
arrival%1:04:01::	B1
arrive%2:38:00::	A2
arrogant%5:00:00:proud:00	B2
arrow%1:06:00::	B2
arrow%1:10:00::	B2
art%1:06:00::	A2
article%1:10:00::	B1
article%1:10:01::	B1
artificial%3:00:00::	B2
artificial%5:00:00:inorganic:02	B2
artificially%4:02:00::	B2
artistic%3:01:00::	B2
ashamed%3:00:00::	B1
aside%4:02:00::	B2
aside%4:02:03::	B2
ask%2:32:00::	A1
ask%2:32:00::	B1
ask%2:32:01::	B1
ask%2:32:02::	A1
ask%2:32:04::	A1
asleep%3:00:00::	B1
asleep%5:00:00:insensible:00	C2
aspect%1:07:02::	B2
aspect%1:09:00::	B2
aspiration%1:07:00::	C2
aspiration%1:12:00::	C2
aspirin%1:06:00::	B1
assault%2:33:00::	C2
assemble%2:36:00::	C2
assemble%2:41:00::	C2
assemble%2:41:03::	C2
assembly%1:04:01::	C2
assert%2:31:00::	C1
assert%2:32:00::	C1
assert%2:32:01::	C1
assess%2:31:00::	B2
assessment%1:04:00::	B2
assessment%1:09:00::	B2
asset%1:07:00::	C1
assign%2:31:00::	C1
assign%2:41:00::	C1
assignment%1:04:03::	B1
assist%2:41:00::	B2
assist%2:41:02::	B2
assistance%1:04:00::	B2
association%1:14:00::	B2
association%1:24:00::	C2
assume%2:31:00::	B2
assumption%1:09:00::	C1
assurance%1:09:00::	C2
assurance%1:10:01::	C1
assure%2:32:00::	B2
assure%2:32:01::	B2
assure%2:32:03::	C1
assure%2:37:00::	B2
astonished%5:00:00:surprised:00	B2
astonishing%5:00:00:surprising:00	B2
astonishment%1:12:00::	B2
astronomy%1:09:00::	C2
athlete%1:18:00::	B1
atom%1:27:00::	B2
atomic%3:00:00::	B2
attach%2:35:01::	B1
attached%3:00:02::	B2
attachment%1:06:00::	B2
attachment%1:12:00::	C2
attack%1:04:00::	B1
attack%1:04:02::	B1
attack%1:04:05::	C2
attack%1:10:00::	C2
attack%2:29:00::	B1
attack%2:29:00::	C2
attack%2:32:00::	C1
attack%2:33:00::	B1
attack%2:33:02::	B1
attain%2:41:00::	C1
attainable%5:00:00:possible:00	C2
attempt%1:04:00::	B2
attempt%2:36:00::	B1
attempt%2:41:00::	B1
attend%2:42:00::	B1
attendance%1:14:00::	C1
attendance%1:28:00::	C1
attention%1:09:00::	B1
attic%1:06:00::	B2
attitude%1:09:00::	B1
attorney%1:18:00::	C1
attractive%3:00:01::	A2
attribute%1:03:00::	C2
attribute%1:09:00::	C2
auction%1:04:00::	C1
audience%1:14:00::	B1
audience%1:14:01::	B2
audition%1:04:01::	C1
aunt%1:18:00::	A2
authentic%5:00:00:genuine:00	C1
authentic%5:00:00:trustworthy:00	C1
authority%1:07:00::	B2
authority%1:18:01::	C1
authorize%2:32:00::	C1
authorize%2:41:00::	C1
automatic%3:00:00::	B2
automatic%5:00:00:involuntary:02	C2
automatically%4:02:00::	B2
automatically%4:02:01::	B2
availability%1:07:00::	B2
available%3:00:00::	A2
available%5:00:00:free:00	A2
avenue%1:04:00::	C2
avenue%1:06:00::	C1
average%1:09:01::	B1
average%5:00:00:ordinary:00	C1
avoid%2:32:00::	B1
avoid%2:41:01::	B2
awake%3:00:00::	B1
award%1:10:00::	B2
award%1:21:00::	B2
award%2:40:00::	B2
award%2:40:01::	B2
aware%3:00:00::	B2
awareness%1:09:00::	C1
away%4:02:05::	C2
away%4:02:07::	B1
away%4:02:08::	A2
awesome%5:00:00:impressive:00	C2
awful%3:00:02::	A2
awful%5:00:00:bad:00	A2
awkward%3:00:00::	C2
awkward%5:00:00:difficult:00	B2
awkward%5:00:00:inconvenient:00	B2
awkward%5:00:00:infelicitous:00	C2
awkward%5:00:00:uncomfortable:01	B2
baby%1:18:00::	A1
babysitter%1:18:00::	B1
back%1:06:01::	C2
back%1:08:00::	A2
back%2:40:00::	C2
back%2:41:00::	C2
back%2:41:01::	C2
back%3:00:00::	A2
back%4:02:00::	B1
back%4:02:01::	B2
back%4:02:04::	A1
back%4:02:04::	B2
back%4:02:05::	B2
back%4:02:06::	A2
back%5:00:00:posterior:00	A2
backache%1:26:00::	B1
background%1:06:00::	B2
background%1:07:00::	B1
background%1:09:00::	B2
backing%1:04:00::	C2
backing%1:21:00::	C2
backpack%1:06:00::	A2
backup%1:06:00::	B2
backward%4:02:03::	B1
backward%5:00:00:retarded:00	C2
backward%5:00:00:undynamic:00	C2
backyard%1:06:00::	B1
bacon%1:13:00::	B1
bacteria%1:05:00::	C1
bad%3:00:00::	A1
bad%3:00:00::	A2
bad%3:00:00::	C1
bad%5:00:00:evil:00	B1
bad%5:00:00:inferior:02	A2
bad%5:00:00:stale:00	B2
bad%5:00:00:unhealthy:00	C1
bad-tempered%5:00:00:ill-natured:00	B2
badge%1:10:00::	B2
badly%4:02:00::	A2
badly%4:02:02::	A2
badly%4:02:03::	A2
badly%4:02:12::	A2
badminton%1:04:00::	A2
bag%1:06:00::	A1
baggage%1:06:00::	B1
bake%2:30:00::	A2
bake%2:36:00::	A2
baker%1:18:00::	B1
baker%1:18:01::	B1
bakery%1:06:00::	B2
balance%1:21:01::	B2
balance%1:26:00::	B2
balance%2:35:00::	B2
balance%2:42:01::	B2
balcony%1:06:01::	B1
balcony%1:06:02::	C2
bald%5:00:00:hairless:00	B1
ball%1:06:01::	A1
ball%1:06:02::	A1
ball%1:25:00::	A1
ballet%1:04:00::	B2
balloon%1:06:01::	A2
ban%1:10:00::	B2
ban%1:10:01::	B2
ban%2:32:00::	B2
ban%2:41:00::	B2
banana%1:13:00::	A1
band%1:06:02::	C2
band%1:06:04::	C2
band%1:06:05::	C2
band%1:14:02::	A1
bandage%1:06:00::	A2
bang%1:11:00::	B2
bang%2:39:00::	B2
bank%1:14:00::	A1
bank%1:17:01::	B2
banker%1:18:00::	B2
banking%1:04:00::	A2
banking%1:04:01::	B2
bankrupt%5:00:00:insolvent:00	C1
bar%1:06:00::	B2
bar%1:06:04::	A2
bar%1:06:06::	B2
barbecue%1:06:00::	A2
barbecue%2:30:00::	B1
barbecued%5:00:00:cooked:00	B1
barber%1:18:00::	B1
barbershop%1:06:00::	B1
bare%3:00:00::	C1
bare%3:00:04::	C1
bare%5:00:00:meager:00	C2
bare%5:00:00:narrow:02	C2
bare%5:00:00:unclothed:00	C1
bare%5:00:00:unpainted:00	C1
bargain%1:21:01::	B1
bark%1:20:00::	C2
bark%2:32:00::	B2
barn%1:06:00::	C2
barrier%1:06:00::	B2
barrier%1:09:00::	B2
barrier%1:17:00::	B2
bartender%1:18:00::	B2
base%1:06:00::	B2
base%1:06:01::	B2
base%1:06:04::	B2
base%1:06:05::	B2
base%1:09:00::	C2
base%1:15:01::	B2
base%1:15:01::	C2
base%1:17:00::	B2
base%1:24:00::	C2
base%1:25:00::	B2
baseball%1:04:00::	A1
basement%1:06:00::	B2
basis%1:09:00::	C1
basis%1:24:00::	C1
basket%1:06:00::	B1
basketball%1:04:00::	A1
bat%1:05:00::	B1
bat%1:06:00::	A1
bat%1:06:02::	A1
bath%1:04:00::	A1
bathroom%1:06:00::	A1
bathtub%1:06:00::	B1
battery%1:06:00::	A2
battle%1:04:00::	B1
battle%1:04:02::	B1
battle%1:04:02::	C2
battle%2:33:00::	C2
bay%1:17:00::	B1
be%2:42:05::	A1
beach%1:17:00::	A1
beak%1:05:00::	C1
beak%1:05:01::	C1
beam%1:19:00::	B2
bean%1:13:00::	A1
bean%1:20:00::	A1
bean%1:20:02::	A1
bear%1:05:00::	A2
bear%2:29:01::	C2
bear%2:31:00::	C1
bear%2:36:00::	C2
beard%1:05:01::	A1
beard%1:08:00::	A1
beat%1:07:00::	B2
beat%1:10:00::	B2
beat%1:11:00::	B2
beat%2:33:00::	B1
beat%2:33:00::	B2
beat%2:33:14::	B1
beat%2:33:14::	B2
beat%2:35:00::	B2
beat%2:35:01::	B2
beat%2:35:03::	C1
beat%2:35:12::	B2
beat%2:36:05::	C2
beat%2:38:00::	B1
beat%2:38:03::	C2
beat%2:38:13::	B1
beat%2:39:00::	B1
beat%2:39:00::	C2
beat%2:42:00::	B1
beat%2:42:00::	B2
beautiful%5:00:00:pleasant:00	A1
beautifully%4:02:00::	B1
bed%1:06:00::	A1
bed%1:06:01::	C2
bed%1:17:00::	C2
bedroom%1:06:00::	A1
bee%1:05:00::	B1
beef%1:13:00::	B1
beer%1:13:00::	A1
before%4:02:03::	A2
beg%2:32:00::	B2
beg%2:32:01::	B2
beg%2:40:00::	B2
begin%2:30:00::	A2
begin%2:32:03::	A1
begin%2:32:03::	A2
begin%2:32:04::	A1
begin%2:32:04::	A2
begin%2:42:04::	A1
beginner%1:18:00::	A2
beginning%1:09:00::	A2
beginning%1:11:00::	A2
behave%2:29:00::	B1
behave%2:41:00::	B1
behave%2:41:01::	B1
behavior%1:04:00::	B1
behavior%1:07:00::	B1
behind%4:02:00::	B1
belief%1:09:00::	B2
believe%2:31:00::	A2
believe%2:31:02::	A2
bell%1:06:00::	B2
belong%2:42:03::	B2
below%4:02:01::	A1
below%4:02:03::	A1
belt%1:06:00::	A2
bench%1:06:00::	B2
bend%1:06:00::	B2
bend%1:25:02::	B2
bend%2:35:08::	B2
bend%2:38:00::	B2
bend%2:38:03::	B2
beneficial%5:00:00:advantageous:00	B2
benefit%1:07:00::	B1
benefit%2:40:00::	B2
benefit%2:40:01::	B2
berry%1:13:00::	B2
besides%4:02:01::	B1
besides%4:02:03::	B1
best%3:00:00::	A1
bestseller%1:10:00::	B2
bet%1:04:00::	C2
bet%2:33:00::	C1
betray%2:37:00::	B2
betray%2:41:00::	B2
better%3:00:00::	A1
better%3:00:02::	A1
better%4:02:00::	A2
between%4:02:00::	C1
between%4:02:03::	C1
beware%2:31:00::	C1
beyond%4:02:01::	C1
beyond%4:02:02::	C1
bias%1:09:00::	C2
biased%5:00:00:partial:01	C1
bicycle%1:06:00::	A2
bid%1:04:00::	C1
bid%1:10:00::	C1
bid%1:10:00::	C2
bid%2:40:00::	C2
big%3:00:01::	A1
big%5:00:00:conspicuous:00	A2
big%5:00:00:important:00	A2
bike%1:06:00::	A1
bike%1:06:02::	B1
bikini%1:06:00::	B2
bilingual%5:00:00:multilingual:00	C1
bill%1:10:01::	A2
bill%1:21:00::	B1
billion%1:23:00::	B2
bind%2:35:00::	C2
bind%2:35:01::	C2
bind%2:35:07::	C2
bind%2:41:01::	C2
biography%1:10:00::	B1
biological%3:01:00::	B2
biology%1:09:00::	A2
bird%1:05:00::	A1
birth%1:11:00::	A2
birth%1:28:00::	C1
birthday%1:28:00::	A1
birthday%1:28:01::	A1
bit%1:10:01::	B1
bit%1:23:01::	B1
bite%1:13:01::	B2
bite%1:26:00::	B2
bite%2:35:00::	B1
bitter%5:00:00:hostile:01	B2
bitter%5:00:00:resentful:00	B2
bitter%5:00:00:tasty:00	B1
bizarre%5:00:00:unconventional:01	B2
black%1:07:00::	A2
black%3:00:01::	A1
black%3:00:02::	A2
black%5:00:00:dark:01	A1
blackboard%1:06:00::	A2
blackmail%1:04:00::	C2
blackmail%2:40:00::	C2
blackmail%2:41:00::	C2
blade%1:06:00::	B2
blame%1:10:01::	B2
blame%2:31:00::	B1
blame%2:32:00::	B1
bland%5:00:00:tasteless:01	C2
bland%5:00:00:unstimulating:00	C2
blank%1:06:02::	C1
blank%5:00:00:empty:00	B1
blank%5:00:02:uncommunicative:00	C2
blanket%1:06:00::	A2
bleak%5:00:00:hopeless:00	C2
bleak%5:00:00:inhospitable:00	C2
bleed%2:29:00::	B1
blind%3:00:00::	B1
blindness%1:26:00::	C1
blink%2:29:00::	B2
blister%1:08:00::	C2
blister%1:20:00::	C2
block%1:06:00::	B2
block%1:15:00::	A2
block%1:25:01::	B2
block%2:32:00::	B2
block%2:32:00::	C2
block%2:33:00::	B2
block%2:33:00::	C2
block%2:35:00::	B2
block%2:35:00::	C2
block%2:35:02::	B2
block%2:35:02::	C1
block%2:35:02::	C2
block%2:35:12::	B2
block%2:35:12::	C2
block%2:39:00::	B2
block%2:39:00::	C1
block%2:41:00::	B2
block%2:41:00::	C2
block%2:41:01::	B2
block%2:41:01::	C2
blog%1:10:00::	B1
blogger%1:18:00::	B1
blood%1:08:00::	A2
bloody%3:00:00::	B2
blouse%1:06:00::	A1
blow%1:04:01::	C2
blow%1:11:00::	C2
blow%1:11:01::	C2
blow%1:11:02::	C2
blow%2:29:00::	B1
blow%2:38:00::	B1
blow%2:38:03::	B1
blow%2:39:00::	C2
blow%2:39:05::	C2
blow%2:43:00::	B1
blue%1:07:00::	A2
blue%5:00:00:chromatic:00	A1
blue%5:00:00:dejected:00	C2
blue%5:00:00:depressing:00	C2
blunt%5:00:00:direct:02	C2
blunt%5:00:00:dull:01	C2
blush%2:29:00::	B2
board%1:06:00::	B1
board%1:06:03::	A2
board%1:06:05::	A2
board%1:13:00::	B2
board%1:14:00::	C1
board%1:27:00::	B1
board%2:38:00::	B1
boast%2:32:00::	B2
body%1:08:00::	A1
body%1:08:01::	B1
body%1:08:02::	A2
body%1:14:00::	C2
boil%2:30:00::	B1
boil%2:30:01::	B1
boil%2:30:02::	B1
bold%3:00:00::	B2
boldly%4:02:00::	B2
bomb%1:06:00::	B1
bomb%2:33:00::	B1
bomber%1:06:00::	C2
bomber%1:18:00::	B2
bombing%1:04:00::	B2
bombing%1:04:01::	B2
bond%1:24:00::	B2
bond%2:41:13::	C2
bone%1:08:00::	B1
bonus%1:21:00::	B2
book%1:06:00::	A1
book%1:10:00::	A1
book%2:31:00::	B1
book%2:41:01::	B1
bookcase%1:06:00::	A1
booklet%1:10:00::	B2
bookshelf%1:06:00::	A2
bookstore%1:06:00::	A1
boost%1:04:00::	B2
boost%2:30:00::	B2
boost%2:30:02::	B2
boost%2:38:00::	B2
boost%2:41:00::	B2
boot%1:06:00::	A1
border%1:15:00::	B1
bored%5:00:00:uninterested:00	B1
boring%5:00:00:uninteresting:00	A1
borrow%2:40:00::	A2
boss%1:18:01::	A2
boss%1:18:03::	A2
bother%2:37:00::	A2
bother%2:37:00::	B2
bother%2:37:03::	B2
bother%2:41:00::	B2
bother%2:41:01::	A2
bother%2:41:01::	B2
bottle%1:06:00::	A2
bottom%1:15:00::	A1
bottom%1:15:00::	A2
bottom%1:15:01::	A1
bottom%1:15:01::	A2
bottom%1:17:00::	B1
bounce%2:35:03::	B1
bounce%2:38:00::	B1
bounce%2:40:00::	C2
bounce%2:40:01::	C2
bound%5:00:00:oriented:00	C1
boundary%1:15:00::	C1
boundary%1:25:00::	C1
bow%1:04:01::	C2
bow%1:06:00::	C2
